,t
5630,20.66
5631,20.64
5632,20.64
5633,20.67
5634,20.69
5635,20.69
5636,20.69
5637,20.66
5638,20.6
5639,20.54
5640,20.48
5641,20.44
5642,20.39
5643,20.34
5644,20.3
5645,20.27
5646,20.25
5647,20.23
5648,20.2
5649,20.17
5650,20.16
5651,20.12
5652,20.09
5653,20.13
5654,19.45
5655,20.13
5656,20.16
5657,20.19
5658,20.25
5659,20.28
5660,20.3
5661,20.31
5662,20.28
5663,20.24
5664,20.22
5665,20.22
5666,20.2
5667,20.19
5668,20.2
5669,20.2
5670,20.2
5671,20.2
5672,20.19
5673,20.2
5674,20.22
5675,20.23
5676,20.26
5677,20.28
5678,20.31
5679,20.34
5680,20.39
5681,20.45
5682,20.49
5683,20.51
5684,20.52
5685,20.5
5686,20.46
5687,20.43
5688,20.41
5689,20.39
5690,20.38
5691,20.37
5692,20.36
5693,20.37
5694,20.39
5695,20.4
5696,20.4
5697,20.4
5698,20.4
5699,20.42
5700,20.45
5701,20.5
5702,20.54
5703,20.57
5704,20.59
5705,20.61
5706,20.63
5707,20.6
5708,20.56
5709,20.54
5710,20.54
5711,20.55
5712,20.56
5713,20.57
5714,20.58
5715,20.59
5716,20.59
5717,20.6
5718,20.62
5719,20.64
5720,20.31
5721,19.99
5722,20.71
5723,20.74
5724,20.77
5725,20.81
5726,20.84
5727,20.86
5728,20.87
5729,20.89
5730,20.89
5731,20.89
5732,20.89
5733,20.89
5734,20.88
5735,20.88
5736,20.88
5737,20.89
5738,20.88
5739,20.88
5740,20.87
5741,20.86
5742,20.85
5743,20.85
5744,20.85
5745,20.85
5746,20.85
5747,20.85
5748,20.87
5749,20.89
5750,20.92
5751,20.98
5752,21.0
5753,21.02
5754,21.05
5755,21.1
5756,21.12
5757,21.11
5758,21.05
5759,21.0
5760,20.95
5761,20.91
5762,20.88
5763,20.85
5764,20.84
5765,20.83
5766,20.8
5767,20.78
5768,20.76
5769,20.74
5770,20.73
5771,20.73
5772,20.74
5773,20.78
5774,20.11
5775,20.82
5776,20.85
5777,20.87
5778,20.89
5779,20.89
5780,20.89
5781,20.86
5782,20.83
5783,20.82
5784,20.79
5785,20.77
5786,20.77
5787,20.76
5788,20.75
5789,20.74
5790,20.75
5791,20.74
5792,20.74
5793,20.73
5794,20.73
5795,20.06
5796,20.78
5797,20.81
5798,20.85
5799,20.89
5800,20.95
5801,21.0
5802,21.03
5803,21.04
5804,21.08
5805,21.13
5806,21.15
5807,21.15
5808,21.11
5809,21.09
5810,21.07
5811,21.06
5812,21.03
5813,21.02
5814,21.01
5815,21.0
5816,20.99
5817,20.99
5818,21.0
5819,21.03
5820,21.07
5821,21.12
5822,21.16
5823,21.18
5824,21.19
5825,21.21
5826,21.22
5827,21.25
5828,21.27
5829,21.27
5830,21.25
5831,21.22
5832,21.19
5833,21.18
5834,20.83
5835,21.19
5836,21.19
5837,21.2
5838,21.21
5839,21.21
5840,21.22
5841,21.22
5842,20.88
5843,21.26
5844,21.28
5845,21.31
5846,20.63
5847,21.36
5848,21.38
5849,21.39
5850,21.03
5851,21.38
5852,21.37
5853,21.36
5854,21.35
5855,21.35
5856,21.35
5857,21.35
5858,21.36
5859,21.37
5860,21.39
5861,21.4
5862,21.41
5863,21.42
5864,21.42
5865,21.41
5866,21.4
5867,21.39
5868,21.41
5869,21.44
5870,20.38
5871,21.44
5872,21.43
5873,21.45
5874,21.45
5875,21.47
5876,21.49
5877,21.5
5878,21.5
5879,21.48
5880,21.47
5881,21.47
5882,21.13
5883,21.5
5884,21.5
5885,21.51
5886,21.51
5887,21.51
5888,21.51
5889,21.54
5890,21.58
5891,21.62
5892,21.69
5893,21.77
5894,21.86
5895,21.94
5896,21.98
5897,21.95
5898,21.92
5899,21.88
5900,21.86
5901,21.83
5902,21.81
5903,21.8
5904,21.78
5905,21.78
5906,21.78
5907,21.78
5908,21.79
5909,21.8
5910,21.81
5911,21.82
5912,21.82
5913,21.82
5914,21.84
5915,21.85
5916,21.88
5917,21.91
5918,21.94
5919,21.96
5920,21.99
5921,22.03
5922,22.06
5923,22.05
5924,22.04
5925,22.0
5926,21.97
5927,21.94
5928,21.92
5929,21.9
5930,21.89
5931,21.88
5932,21.88
5933,21.88
5934,21.87
5935,21.87
5936,21.51
5937,21.89
5938,21.94
5939,21.64
5940,21.67
5941,22.08
5942,21.73
5943,22.16
5944,22.2
5945,22.23
5946,22.26
5947,22.32
5948,22.39
5949,22.46
5950,22.48
5951,22.46
5952,22.41
5953,22.34
5954,22.28
5955,22.23
5956,22.2
5957,22.19
5958,22.19
5959,22.19
5960,22.2
5961,22.24
5962,22.28
5963,22.38
5964,22.57
5965,22.65
5966,22.74
5967,22.78
5968,15.96
5969,22.78
5970,22.54
5971,22.51
5972,22.5
5973,22.48
5974,22.46
5975,22.45
5976,22.43
5977,22.39
5978,22.35
5979,22.32
5980,22.29
5981,22.26
5982,22.23
5983,22.22
5984,21.84
5985,22.2
5986,22.21
5987,21.87
5988,22.26
5989,22.27
5990,21.91
5991,22.29
5992,22.3
5993,22.3
5994,22.32
5995,22.33
5996,22.34
5997,22.33
5998,22.3
5999,22.27
6000,22.23
6001,22.22
6002,22.21
6003,22.21
6004,22.2
6005,22.21
6006,22.25
6007,22.31
6008,22.37
6009,22.43
6010,22.51
6011,22.57
6012,22.61
6013,22.68
6014,22.73
6015,22.79
6016,22.88
6017,22.97
6018,23.08
6019,23.16
6020,23.23
6021,23.27
6022,23.3
6023,23.32
6024,23.31
6025,23.3
6026,23.27
6027,23.22
6028,23.17
6029,23.12
6030,23.08
6031,23.04
6032,23.03
6033,23.03
6034,23.04
6035,23.08
6036,23.13
6037,23.19
6038,23.25
6039,23.31
6040,23.31
6041,23.3
6042,23.29
6043,23.29
6044,23.28
6045,23.25
6046,23.22
6047,23.17
6048,23.14
6049,23.11
6050,22.72
6051,23.07
6052,23.03
6053,23.01
6054,23.01
6055,23.02
6056,23.04
6057,23.05
6058,23.06
6059,23.07
6060,23.09
6061,23.09
6062,23.12
6063,23.13
6064,23.13
6065,23.1
6066,23.06
6067,22.63
6068,22.96
6069,22.9
6070,22.85
6071,22.8
6072,22.77
6073,22.74
6074,22.73
6075,22.69
6076,22.65
6077,22.6
6078,22.56
6079,22.52
6080,22.49
6081,22.48
6082,22.49
6083,22.53
6084,22.6
6085,22.69
6086,22.74
6087,22.77
6088,22.78
6089,22.79
6090,22.81
6091,22.87
6092,22.91
6093,22.91
6094,22.89
6095,22.85
6096,22.82
6097,22.82
6098,22.84
6099,22.88
6100,22.93
6101,22.98
6102,23.02
6103,23.05
6104,23.07
6105,23.09
6106,23.13
6107,23.18
6108,23.24
6109,23.33
6110,23.4
6111,23.46
6112,23.49
6113,23.56
6114,23.64
6115,23.71
6116,23.74
6117,23.75
6118,23.74
6119,23.71
6120,23.69
6121,23.67
6122,23.67
6123,23.67
6124,23.68
6125,23.71
6126,23.74
6127,23.78
6128,23.84
6129,23.9
6130,23.96
6131,24.03
6132,24.06
6133,24.1
6134,24.13
6135,24.15
6136,24.16
6137,24.18
6138,24.2
6139,24.23
6140,24.3
6141,24.34
6142,24.34
6143,24.3
6144,24.26
6145,24.25
6146,24.24
6147,24.23
6148,24.23
6149,24.25
6150,24.26
6151,24.27
6152,24.29
6153,24.3
6154,24.34
6155,24.4
6156,24.46
6157,24.54
6158,24.6
6159,24.63
6160,24.68
6161,24.71
6162,24.74
6163,24.77
6164,24.79
6165,24.78
6166,24.76
6167,24.72
6168,24.67
6169,24.6
6170,24.55
6171,24.52
6172,24.52
6173,24.53
6174,24.55
6175,24.58
6176,24.62
6177,24.65
6178,24.7
6179,24.34
6180,24.81
6181,24.87
6182,24.91
6183,24.95
6184,24.98
6185,24.98
6186,24.99
6187,25.02
6188,25.03
6189,25.02
6190,24.99
6191,24.97
6192,24.96
6193,24.94
6194,24.91
6195,24.91
6196,24.92
6197,24.94
6198,24.97
6199,25.02
6200,25.07
6201,25.12
6202,25.16
6203,25.2
6204,25.25
6205,25.3
6206,25.34
6207,25.39
6208,25.41
6209,25.41
6210,25.38
6211,25.35
6212,25.32
6213,25.28
6214,25.24
6215,25.2
6216,25.2
6217,25.19
6218,25.18
6219,25.2
6220,25.24
6221,25.26
6222,25.29
6223,25.33
6224,25.35
6225,25.36
6226,25.38
6227,25.39
6228,25.4
6229,25.42
6230,25.43
6231,25.45
6232,25.48
6233,25.54
6234,25.57
6235,25.57
6236,25.57
6237,25.57
6238,25.57
6239,25.59
6240,25.62
6241,25.64
6242,25.64
6243,25.65
6244,25.67
6245,25.68
6246,25.69
6247,25.7
6248,25.69
6249,25.68
6250,25.67
6251,25.66
6252,25.66
6253,25.68
6254,25.27
6255,25.72
6256,25.34
6257,24.97
6258,25.48
6259,25.52
6260,25.97
6261,25.95
6262,25.91
6263,25.86
6264,25.82
6265,25.8
6266,25.78
6267,25.78
6268,25.8
6269,25.79
6270,25.77
6271,25.77
6272,25.78
6273,25.77
6274,25.79
6275,25.8
6276,25.82
6277,25.85
6278,25.9
6279,25.93
6280,25.97
6281,13.39
6282,12.95
6283,25.93
6284,25.89
6285,25.83
6286,25.76
6287,25.69
6288,25.64
6289,25.61
6290,25.62
6291,25.63
6292,25.65
6293,25.67
6294,25.69
6295,25.72
6296,25.77
6297,25.78
6298,25.82
6299,25.86
6300,25.89
6301,25.95
6302,20.36
6303,26.03
6304,26.06
6305,26.11
6306,26.14
6307,26.16
6308,26.15
6309,26.13
6310,26.09
6311,26.03
6312,26.0
6313,25.95
6314,25.91
6315,25.87
6316,25.83
6317,25.8
6318,25.77
6319,25.75
6320,25.32
6321,25.77
6322,25.8
6323,25.85
6324,25.91
6325,26.0
6326,26.07
6327,26.13
6328,26.18
6329,26.2
6330,26.21
6331,26.22
6332,26.2
6333,26.17
6334,26.12
6335,26.07
6336,26.03
6337,25.99
6338,25.95
6339,25.92
6340,25.9
6341,25.89
6342,25.88
6343,25.87
6344,25.88
6345,25.9
6346,25.92
6347,25.95
6348,25.98
6349,26.02
6350,26.06
6351,26.1
6352,26.12
6353,26.14
6354,26.16
6355,26.2
6356,26.24
6357,26.23
6358,26.2
6359,26.17
6360,26.17
6361,26.13
6362,25.68
6363,26.12
6364,26.14
6365,26.14
6366,26.13
6367,26.12
6368,26.1
6369,26.09
6370,26.08
6371,26.06
6372,26.06
6373,26.07
6374,26.09
6375,26.13
6376,26.17
6377,26.18
6378,26.19
6379,26.2
6380,26.18
6381,26.15
6382,26.13
6383,26.1
6384,26.08
6385,26.04
6386,26.0
6387,25.96
6388,25.91
6389,25.86
6390,25.83
6391,25.8
6392,25.78
6393,25.77
6394,25.75
6395,25.73
6396,25.74
6397,25.76
6398,25.78
6399,25.79
6400,25.8
6401,25.82
6402,25.83
6403,25.82
6404,25.79
6405,25.76
6406,25.71
6407,25.68
6408,25.66
6409,25.63
6410,25.6
6411,25.57
6412,25.55
6413,25.52
6414,25.51
6415,25.51
6416,25.53
6417,25.53
6418,25.53
6419,25.54
6420,25.56
6421,25.61
6422,25.66
6423,25.26
6424,21.39
6425,25.71
6426,25.74
6427,25.73
6428,25.72
6429,25.69
6430,25.64
6431,25.59
6432,25.55
6433,25.5
6434,25.45
6435,25.4
6436,25.37
6437,25.35
6438,25.32
6439,25.3
6440,25.28
6441,25.26
6442,25.26
6443,25.27
6444,25.29
6445,25.31
6446,25.3
6447,25.35
6448,25.35
6449,24.54
6450,23.75
6451,25.47
6452,25.47
6453,25.44
6454,25.38
6455,25.32
6456,25.26
6457,25.21
6458,25.17
6459,25.13
6460,25.12
6461,25.1
6462,25.1
6463,25.09
6464,25.07
6465,25.07
6466,25.07
6467,25.08
6468,25.11
6469,25.16
6470,24.79
6471,25.27
6472,25.33
6473,25.36
6474,25.36
6475,25.34
6476,25.32
6477,25.29
6478,25.25
6479,25.21
6480,25.18
6481,25.15
6482,25.1
6483,25.06
6484,25.03
6485,24.99
6486,24.96
6487,24.94
6488,24.93
6489,24.96
6490,24.99
6491,25.04
6492,25.06
6493,25.08
6494,25.11
6495,25.13
6496,25.15
6497,25.15
6498,25.17
6499,25.22
6500,25.26
6501,25.29
6502,25.32
6503,25.33
6504,25.32
6505,25.31
6506,25.28
6507,25.24
6508,25.22
6509,25.21
6510,25.21
6511,25.23
6512,25.24
6513,25.25
6514,25.25
6515,25.25
6516,25.27
6517,25.29
6518,25.31
6519,25.33
6520,24.92
6521,25.34
6522,25.33
6523,25.3
6524,25.25
6525,25.2
6526,25.14
6527,25.08
6528,25.02
6529,25.01
6530,24.99
6531,24.96
6532,24.95
6533,24.93
6534,24.92
6535,24.9
6536,24.9
6537,24.9
6538,24.9
6539,24.93
6540,24.95
6541,19.56
6542,19.56
6543,19.56
6544,19.56
6545,19.56
6546,19.56
6547,19.56
6548,19.56
6549,19.56
6550,19.56
6551,19.56
6552,19.56
6553,19.56
6554,19.56
6555,19.56
6556,19.56
6557,19.56
6558,19.56
6559,19.56
6560,19.56
6561,19.56
6562,9.54
6563,24.88
6564,24.89
6565,24.93
6566,24.99
6567,25.05
6568,25.08
6569,25.11
6570,25.13
6571,25.13
6572,25.12
6573,25.09
6574,25.05
6575,25.02
6576,24.98
6577,24.96
6578,24.93
6579,24.91
6580,24.88
6581,24.84
6582,24.81
6583,24.79
6584,24.78
6585,24.78
6586,24.79
6587,24.82
6588,24.85
6589,24.9
6590,24.53
6591,24.58
6592,24.17
6593,24.16
6594,24.58
6595,24.98
6596,24.98
6597,24.97
6598,24.94
6599,24.9
6600,24.86
6601,24.81
6602,24.75
6603,24.67
6604,24.62
6605,24.56
6606,24.51
6607,24.48
6608,24.45
6609,24.42
6610,23.99
6611,24.39
6612,24.41
6613,24.45
6614,24.5
6615,19.24
6616,24.6
6617,24.63
6618,24.65
6619,24.63
6620,24.6
6621,23.76
6622,24.55
6623,24.52
6624,24.49
6625,24.44
6626,24.4
6627,24.36
6628,24.3
6629,24.25
6630,24.21
6631,24.18
6632,24.17
6633,22.15
6634,18.93
6635,22.58
6636,24.23
6637,23.49
6638,24.39
6639,24.04
6640,24.51
6641,24.12
6642,23.31
6643,24.51
6644,23.66
6645,24.42
6646,24.37
6647,24.31
6648,24.26
6649,24.21
6650,24.16
6651,24.12
6652,24.07
6653,24.04
6654,24.01
6655,23.99
6656,23.57
6657,23.95
6658,23.93
6659,21.15
6660,23.96
6661,24.01
6662,22.85
6663,24.1
6664,17.29
6665,14.9
6666,24.18
6667,24.2
6668,24.2
6669,24.19
6670,24.17
6671,24.14
6672,24.12
6673,24.09
6674,24.07
6675,24.05
6676,24.03
6677,24.0
6678,23.98
6679,23.95
6680,23.93
6681,23.91
6682,23.89
6683,23.89
6684,23.91
6685,23.93
6686,23.93
6687,23.95
6688,23.96
6689,23.97
6690,22.38
6691,23.99
6692,23.18
6693,23.96
6694,23.94
6695,23.92
6696,23.89
6697,23.86
6698,23.82
6699,23.79
6700,23.76
6701,23.74
6702,23.71
6703,23.69
6704,23.67
6705,23.65
6706,23.64
6707,23.64
6708,22.87
6709,22.92
6710,23.78
6711,23.03
6712,23.07
6713,23.88
6714,23.9
6715,23.9
6716,23.88
6717,23.83
6718,23.79
6719,23.74
6720,23.69
6721,23.66
6722,23.62
6723,23.59
6724,23.55
6725,23.51
6726,23.49
6727,23.48
6728,23.47
6729,23.46
6730,23.46
6731,23.46
6732,23.47
6733,23.49
6734,23.55
6735,23.63
6736,23.68
6737,23.71
6738,23.72
6739,23.73
6740,23.72
6741,23.71
6742,23.69
6743,23.67
6744,23.64
6745,23.62
6746,23.6
6747,23.58
6748,23.56
6749,23.54
6750,23.52
6751,23.51
6752,23.51
6753,23.5
6754,23.49
6755,23.48
6756,23.48
6757,23.51
6758,23.54
6759,22.79
6760,23.59
6761,23.61
6762,23.64
6763,23.65
6764,23.63
6765,23.61
6766,23.6
6767,23.58
6768,23.56
6769,23.54
6770,23.13
6771,23.11
6772,23.47
6773,23.45
6774,23.43
6775,23.41
6776,23.4
6777,23.39
6778,23.38
6779,23.37
6780,23.37
6781,23.39
6782,23.42
6783,23.46
6784,23.47
6785,23.47
6786,23.46
6787,23.46
6788,23.46
6789,23.46
6790,23.46
6791,23.46
6792,23.42
6793,23.41
6794,23.4
6795,23.4
6796,23.39
6797,23.38
6798,23.37
6799,23.37
6800,23.36
6801,23.35
6802,23.34
6803,23.34
6804,23.33
6805,23.33
6806,23.34
6807,20.63
6808,23.36
6809,23.38
6810,23.39
6811,23.39
6812,23.39
6813,23.39
6814,23.38
6815,23.37
6816,23.36
6817,23.34
6818,23.32
6819,23.31
6820,23.3
6821,23.28
6822,23.28
6823,23.26
6824,23.26
6825,23.27
6826,23.27
6827,23.28
6828,23.29
6829,23.3
6830,23.33
6831,23.35
6832,23.37
6833,23.38
6834,23.38
6835,23.4
6836,23.39
6837,23.37
6838,23.34
6839,23.3
6840,23.27
6841,23.24
6842,23.21
6843,23.18
6844,23.15
6845,23.13
6846,23.11
6847,23.1
6848,23.08
6849,23.05
6850,23.02
6851,23.01
6852,23.01
6853,23.01
6854,23.01
6855,23.02
6856,23.03
6857,23.04
6858,23.05
6859,23.07
6860,23.07
6861,23.07
6862,23.06
6863,23.04
6864,23.03
6865,23.0
6866,22.99
6867,22.97
6868,22.96
6869,22.95
6870,22.94
6871,22.93
6872,22.93
6873,22.92
6874,22.92
6875,22.91
6876,22.9
6877,22.89
6878,22.88
6879,22.87
6880,22.87
6881,22.87
6882,22.87
6883,22.87
6884,22.85
6885,22.83
6886,22.78
6887,22.74
6888,22.7
6889,22.65
6890,22.62
6891,22.58
6892,22.55
6893,22.52
6894,22.5
6895,22.47
6896,22.44
6897,22.41
6898,22.39
6899,22.36
6900,22.34
6901,22.33
6902,22.34
6903,22.36
6904,22.38
6905,22.38
6906,22.34
6907,22.29
6908,22.22
6909,22.17
6910,22.14
6911,22.09
6912,22.03
6913,21.97
6914,21.92
6915,21.87
6916,21.82
6917,21.78
6918,21.75
6919,21.72
6920,21.7
6921,21.69
6922,21.7
6923,21.73
6924,21.75
6925,21.78
6926,21.81
6927,21.85
6928,21.89
6929,21.91
6930,21.92
6931,21.92
6932,21.88
6933,21.83
6934,21.79
6935,21.75
6936,21.71
6937,21.69
6938,21.66
6939,21.63
6940,21.6
6941,21.58
6942,21.56
6943,21.54
6944,21.54
6945,21.54
6946,21.54
6947,21.54
6948,21.56
6949,21.61
6950,21.66
6951,21.7
6952,21.39
6953,21.79
6954,19.63
6955,21.82
6956,21.81
6957,21.79
6958,21.75
6959,21.71
6960,21.69
6961,21.67
6962,21.65
6963,21.62
6964,21.6
6965,21.58
6966,21.56
6967,21.55
6968,21.54
6969,21.54
6970,21.55
6971,21.56
6972,21.58
6973,21.62
6974,21.67
6975,21.72
6976,21.76
6977,21.78
6978,21.8
6979,21.81
6980,21.82
6981,21.81
6982,21.79
6983,21.78
6984,21.76
6985,21.75
6986,21.74
6987,21.73
6988,21.72
6989,21.7
6990,21.68
6991,21.67
6992,21.67
6993,21.67
6994,21.67
6995,21.68
6996,21.71
6997,21.75
6998,21.78
6999,21.83
7000,21.87
7001,21.91
7002,21.92
7003,21.92
7004,21.91
7005,21.9
7006,21.9
7007,21.87
7008,21.87
7009,21.85
7010,21.83
7011,21.82
7012,21.8
7013,21.79
7014,21.77
7015,21.76
7016,21.76
7017,21.75
7018,21.75
7019,21.74
7020,21.74
7021,21.75
7022,21.77
7023,21.83
7024,21.91
7025,21.98
7026,22.01
7027,22.05
7028,22.09
7029,22.08
7030,22.06
7031,22.05
7032,22.05
7033,22.05
7034,22.05
7035,22.04
7036,22.03
7037,22.02
7038,22.02
7039,22.02
7040,22.03
7041,22.04
7042,22.05
7043,22.06
7044,22.09
7045,22.14
7046,22.23
7047,22.31
7048,22.37
7049,22.42
7050,22.44
7051,22.41
7052,22.38
7053,22.35
7054,22.33
7055,22.32
7056,22.3
7057,22.31
7058,22.31
7059,22.3
7060,22.29
7061,22.3
7062,22.31
7063,22.31
7064,22.31
7065,22.31
7066,22.3
7067,22.31
7068,22.31
7069,22.31
7070,22.33
7071,22.38
7072,22.44
7073,22.49
7074,22.5
7075,22.48
7076,22.47
7077,22.45
7078,22.43
7079,22.4
7080,22.38
7081,22.35
7082,22.33
7083,22.31
7084,22.31
7085,22.31
7086,22.32
7087,22.33
7088,22.35
7089,22.37
7090,22.4
7091,22.43
7092,22.46
7093,22.53
7094,22.58
7095,22.65
7096,22.74
7097,22.82
7098,22.89
7099,22.92
7100,22.92
7101,22.9
7102,22.86
7103,22.83
7104,22.8
7105,22.78
7106,22.76
7107,22.74
7108,22.72
7109,22.7
7110,22.69
7111,22.67
7112,22.67
7113,22.66
7114,22.66
7115,22.67
7116,22.68
7117,22.69
7118,22.71
7119,22.72
7120,22.72
7121,22.73
7122,22.74
7123,22.74
7124,22.74
7125,22.73
7126,22.73
7127,22.72
7128,22.71
7129,22.69
7130,22.69
7131,22.69
7132,22.67
7133,22.65
7134,22.63
7135,22.62
7136,22.61
7137,22.57
7138,22.56
7139,22.58
7140,22.58
7141,22.59
7142,22.61
7143,22.64
7144,22.68
7145,22.7
7146,22.69
7147,22.67
7148,22.65
7149,22.61
7150,22.56
7151,22.5
7152,22.44
7153,22.38
7154,22.33
7155,22.28
7156,22.26
7157,22.24
7158,22.23
7159,22.22
7160,22.17
7161,22.13
7162,22.13
7163,22.15
7164,22.16
7165,22.19
7166,22.22
7167,22.28
7168,22.35
7169,22.38
7170,22.4
7171,22.41
7172,22.4
7173,22.38
7174,22.32
7175,22.26
7176,22.22
7177,22.18
7178,22.13
7179,22.09
7180,22.06
7181,22.03
7182,22.01
7183,21.98
7184,21.98
7185,22.03
7186,22.05
7187,22.07
7188,22.11
7189,22.14
7190,22.18
7191,22.22
7192,22.25
7193,22.28
7194,22.29
7195,22.29
7196,22.28
7197,22.26
7198,22.24
7199,22.21
7200,22.18
7201,22.15
7202,22.12
7203,22.1
7204,22.08
7205,22.06
7206,22.05
7207,22.03
7208,22.02
7209,22.0
7210,21.99
7211,21.98
7212,21.99
7213,22.01
7214,22.02
7215,22.03
7216,22.04
7217,22.05
7218,22.05
7219,22.04
7220,22.03
7221,22.02
7222,22.01
7223,22.0
7224,21.99
7225,21.96
7226,21.95
7227,21.94
7228,21.92
7229,21.9
7230,21.88
7231,21.86
7232,21.86
7233,21.85
7234,21.84
7235,21.84
7236,21.84
7237,21.85
7238,21.87
7239,21.88
7240,21.89
7241,21.9
7242,21.91
7243,21.9
7244,21.9
7245,21.88
7246,21.87
7247,21.85
7248,21.83
7249,21.82
7250,21.8
7251,21.79
7252,21.78
7253,21.76
7254,21.75
7255,21.74
7256,21.72
7257,21.71
7258,21.71
7259,21.71
7260,21.72
7261,21.73
7262,21.74
7263,21.75
7264,21.78
7265,21.8
7266,21.8
7267,21.79
7268,21.77
7269,21.75
7270,21.72
7271,21.67
7272,21.62
7273,21.58
7274,21.55
7275,21.52
7276,21.49
7277,21.47
7278,21.45
7279,21.43
7280,21.43
7281,21.42
7282,21.43
7283,21.45
7284,21.46
7285,21.46
7286,21.46
7287,21.46
7288,21.46
7289,21.46
7290,21.46
7291,21.46
7292,21.46
7293,21.46
7294,21.46
7295,21.46
7296,21.48
7297,21.48
7298,21.49
7299,21.49
7300,21.49
7301,21.49
7302,21.49
7303,21.5
7304,21.5
7305,21.5
7306,21.5
7307,21.5
7308,21.51
7309,21.51
7310,21.51
7311,21.51
7312,21.5
7313,21.5
7314,21.49
7315,21.48
7316,21.46
7317,21.43
7318,21.39
7319,21.34
7320,21.29
7321,21.25
7322,21.22
7323,21.2
7324,21.17
7325,21.15
7326,21.13
7327,21.11
7328,21.1
7329,21.09
7330,21.08
7331,21.07
7332,21.07
7333,21.1
7334,21.13
7335,21.18
7336,21.21
7337,21.23
7338,21.23
7339,21.22
7340,21.2
7341,21.17
7342,21.13
7343,21.09
7344,21.05
7345,21.01
7346,20.98
7347,20.94
7348,20.9
7349,20.86
7350,20.82
7351,20.8
7352,20.79
7353,20.8
7354,20.81
7355,20.8
7356,20.8
7357,20.84
7358,20.88
7359,20.91
7360,20.94
7361,20.95
7362,20.96
7363,20.94
7364,20.92
7365,20.89
7366,20.85
7367,20.81
7368,20.78
7369,20.73
7370,20.67
7371,20.62
7372,20.58
7373,20.55
7374,20.52
7375,20.5
7376,20.49
7377,20.49
7378,20.51
7379,20.49
7380,20.51
7381,20.54
7382,20.59
7383,20.64
7384,20.69
7385,20.72
7386,20.72
7387,20.73
7388,20.72
7389,20.69
7390,20.65
7391,20.62
7392,20.59
7393,20.55
7394,20.51
7395,20.48
7396,20.45
7397,20.39
7398,20.35
7399,20.32
7400,20.34
7401,20.34
7402,20.33
7403,20.33
7404,20.34
7405,20.38
7406,20.42
7407,20.47
7408,20.52
7409,20.53
7410,20.53
7411,20.52
7412,20.51
7413,20.51
7414,20.49
7415,20.48
7416,20.47
7417,20.46
7418,20.46
7419,20.46
7420,20.46
7421,20.45
7422,20.44
7423,20.43
7424,20.43
7425,20.44
7426,20.45
7427,20.47
7428,20.5
7429,20.55
7430,20.61
7431,20.65
7432,20.68
7433,20.7
7434,20.71
7435,20.7
7436,20.68
7437,20.66
7438,20.64
7439,20.61
7440,20.6
7441,20.58
7442,20.57
7443,20.56
7444,20.55
7445,20.54
7446,20.53
7447,20.53
7448,20.52
7449,19.15
7450,20.51
7451,20.52
7452,20.52
7453,20.53
7454,20.53
7455,20.54
7456,20.54
7457,20.54
7458,20.54
7459,20.52
7460,20.51
7461,20.5
7462,20.49
7463,20.48
7464,20.47
7465,20.47
7466,20.47
7467,20.46
7468,20.45
7469,20.43
7470,20.42
7471,20.41
7472,20.41
7473,20.42
7474,20.43
7475,20.44
7476,20.46
7477,20.49
7478,20.54
7479,20.57
7480,20.61
7481,20.63
7482,20.64
7483,20.63
7484,20.62
7485,20.59
7486,20.56
7487,20.53
7488,20.51
7489,20.48
7490,20.46
7491,20.43
7492,20.4
7493,20.38
7494,20.36
7495,20.35
7496,20.35
7497,20.36
7498,20.38
7499,20.4
7500,20.42
7501,20.45
7502,20.49
7503,20.53
7504,20.56
7505,20.6
7506,20.6
7507,20.6
7508,20.58
7509,20.58
7510,20.57
7511,20.56
7512,20.55
7513,20.54
7514,20.53
7515,20.52
7516,20.51
7517,20.5
7518,20.48
7519,20.46
7520,20.46
7521,20.44
7522,20.43
7523,20.42
7524,20.42
7525,20.43
7526,20.45
7527,20.47
7528,20.49
7529,20.49
7530,20.49
7531,20.48
7532,20.47
7533,20.45
7534,20.43
7535,20.41
7536,20.4
7537,20.4
7538,20.39
7539,20.38
7540,20.36
7541,20.36
7542,20.35
7543,20.35
7544,20.36
7545,20.39
7546,20.4
7547,20.41
7548,20.4
7549,20.41
7550,20.43
7551,20.45
7552,20.46
7553,20.46
7554,20.45
7555,20.44
7556,20.42
7557,20.38
7558,20.35
7559,20.32
7560,20.31
7561,20.28
7562,20.24
7563,20.21
7564,20.18
7565,20.16
7566,20.13
7567,20.11
7568,20.11
7569,20.13
7570,20.15
7571,20.14
7572,20.14
7573,20.15
7574,20.18
7575,20.22
7576,20.27
7577,20.3
7578,20.3
7579,20.29
7580,20.26
7581,20.24
7582,20.22
7583,20.2
7584,20.16
7585,20.12
7586,20.08
7587,20.05
7588,20.02
7589,20.0
7590,19.99
7591,19.98
7592,19.99
7593,20.01
7594,20.05
7595,20.05
7596,20.07
7597,20.11
7598,20.15
7599,20.19
7600,20.23
7601,20.25
7602,20.26
7603,20.26
7604,20.25
7605,20.23
7606,20.2
7607,20.18
7608,20.16
7609,20.14
7610,20.12
7611,20.1
7612,20.06
7613,20.03
7614,20.0
7615,19.99
7616,19.96
7617,19.94
7618,19.92
7619,19.9
7620,19.89
7621,19.88
7622,19.88
7623,19.87
7624,19.86
7625,19.84
7626,19.84
7627,19.84
7628,19.83
