,t
17074,19.69
17075,19.68
17076,19.7
17077,19.74
17078,19.76
17079,19.79
17080,19.83
17081,19.86
17082,19.88
17083,19.89
17084,19.88
17085,19.86
17086,19.85
17087,19.83
17088,19.8
17089,19.77
17090,19.74
17091,19.7
17092,19.66
17093,19.64
17094,19.62
17095,19.61
17096,19.6
17097,19.59
17098,19.59
17099,19.59
17100,19.59
17101,16.01
17102,19.63
17103,19.66
17104,19.68
17105,19.69
17106,19.69
17107,19.67
17108,19.65
17109,19.62
17110,19.59
17111,19.54
17112,19.49
17113,19.46
17114,19.42
17115,19.38
17116,19.35
17117,19.33
17118,19.3
17119,19.27
17120,19.24
17121,19.22
17122,19.22
17123,19.22
17124,19.23
17125,19.24
17126,19.22
17127,19.22
17128,19.25
17129,11.56
17130,17.68
17131,19.28
17132,19.26
17133,19.23
17134,19.21
17135,19.18
17136,19.14
17137,19.1
17138,19.07
17139,19.05
17140,19.03
17141,19.0
17142,18.98
17143,18.96
17144,18.95
17145,18.95
17146,18.96
17147,18.97
17148,18.97
17149,18.99
17150,19.0
17151,19.02
17152,19.06
17153,19.09
17154,19.1
17155,19.09
17156,19.08
17157,19.05
17158,19.0
17159,18.98
17160,18.94
17161,18.91
17162,18.87
17163,18.84
17164,18.81
17165,18.79
17166,18.78
17167,18.76
17168,18.74
17169,18.71
17170,18.7
17171,18.7
17172,18.72
17173,18.74
17174,18.79
17175,18.82
17176,18.84
17177,18.84
17178,18.84
17179,18.84
17180,18.82
17181,18.79
17182,18.76
17183,18.73
17184,18.7
17185,18.67
17186,18.64
17187,18.62
17188,18.61
17189,18.59
17190,18.56
17191,18.54
17192,18.52
17193,18.51
17194,18.49
17195,18.5
17196,18.5
17197,18.53
17198,18.56
17199,18.6
17200,18.61
17201,18.61
17202,18.61
17203,18.59
17204,18.58
17205,18.56
17206,18.55
17207,18.54
17208,18.52
17209,18.51
17210,18.5
17211,18.48
17212,18.47
17213,18.46
17214,18.45
17215,18.43
17216,18.42
17217,18.41
17218,18.39
17219,18.39
17220,18.38
17221,18.37
17222,18.37
17223,18.37
17224,18.38
17225,18.38
17226,18.38
17227,18.37
17228,18.37
17229,18.37
17230,18.37
17231,18.36
17232,18.37
17233,18.35
17234,18.34
17235,18.33
17236,18.32
17237,18.32
17238,18.31
17239,18.3
17240,18.3
17241,18.3
17242,18.3
17243,18.29
17244,18.28
17245,18.28
17246,18.28
17247,18.27
17248,18.27
17249,18.26
17250,18.25
17251,18.25
17252,18.23
17253,18.21
17254,18.2
17255,18.17
17256,18.16
17257,18.14
17258,18.11
17259,18.1
17260,18.09
17261,18.06
17262,18.03
17263,18.03
17264,18.05
17265,18.07
17266,18.07
17267,18.08
17268,18.1
17269,18.14
17270,18.16
17271,18.19
17272,18.21
17273,18.2
17274,18.18
17275,18.16
17276,18.12
17277,18.08
17278,18.03
17279,17.99
17280,17.95
17281,17.9
17282,17.86
17283,17.82
17284,17.81
17285,17.78
17286,17.76
17287,17.73
17288,17.7
17289,17.66
17290,17.62
17291,17.6
17292,17.59
17293,17.6
17294,17.63
17295,17.65
17296,17.65
17297,17.64
17298,17.61
17299,17.57
17300,17.51
17301,17.44
17302,17.38
17303,17.32
17304,17.26
17305,17.21
17306,17.18
17307,17.13
17308,17.09
17309,17.05
17310,17.03
17311,17.01
17312,16.99
17313,14.99
17314,16.4
17315,16.96
17316,16.97
17317,16.98
17318,16.99
17319,17.0
17320,17.0
17321,16.98
17322,16.96
17323,16.94
17324,16.93
17325,16.91
17326,16.89
17327,16.87
17328,16.85
17329,16.83
17330,16.8
17331,16.78
17332,16.77
17333,16.75
17334,16.74
17335,16.74
17336,16.75
17337,16.76
17338,16.78
17339,16.8
17340,16.83
17341,16.86
17342,16.89
17343,16.91
17344,16.93
17345,16.93
17346,16.93
17347,16.92
17348,16.9
17349,16.87
17350,16.84
17351,16.82
17352,16.8
17353,16.78
17354,16.76
17355,16.76
17356,16.75
17357,16.74
17358,16.73
17359,16.73
17360,16.73
17361,16.73
17362,16.75
17363,16.77
17364,16.77
17365,16.78
17366,16.8
17367,16.84
17368,16.87
17369,16.87
17370,16.86
17371,16.86
17372,16.84
17373,16.83
17374,16.81
17375,16.78
17376,16.75
17377,16.73
17378,16.72
17379,16.73
17380,16.71
17381,16.7
17382,16.68
17383,16.66
17384,16.63
17385,16.61
17386,16.6
17387,16.59
17388,16.58
17389,16.59
17390,16.61
17391,16.62
17392,14.97
17393,11.4
17394,16.7
17395,16.7
17396,16.69
17397,16.69
17398,16.67
17399,16.64
17400,16.6
17401,16.58
17402,16.55
17403,16.52
17404,16.49
17405,16.46
17406,16.44
17407,16.41
17408,16.38
17409,16.35
17410,16.34
17411,14.98
17412,16.33
17413,16.33
17414,16.34
17415,16.36
17416,16.39
17417,16.43
17418,16.46
17419,16.48
17420,16.47
17421,16.45
17422,16.42
17423,16.39
17424,16.35
17425,16.32
17426,16.29
17427,16.27
17428,16.25
17429,16.24
17430,16.23
17431,16.21
17432,16.2
17433,16.2
17434,16.19
17435,16.19
17436,16.2
17437,16.23
17438,16.26
17439,16.29
17440,16.32
17441,16.33
17442,16.34
17443,16.34
17444,16.33
17445,16.32
17446,16.31
17447,16.28
17448,16.25
17449,16.22
17450,16.18
17451,16.16
17452,16.13
17453,16.12
17454,16.1
17455,16.08
17456,16.07
17457,16.06
17458,16.05
17459,16.05
17460,16.06
17461,16.09
17462,16.1
17463,16.11
17464,16.11
17465,16.12
17466,16.12
17467,16.12
17468,16.12
17469,16.11
17470,16.1
17471,16.08
17472,16.06
17473,16.05
17474,16.03
17475,16.03
17476,16.01
17477,16.0
17478,15.99
17479,15.97
17480,15.96
17481,15.95
17482,15.95
17483,15.94
17484,15.95
17485,15.95
17486,15.95
17487,15.95
17488,15.95
17489,15.96
17490,15.97
17491,15.96
17492,15.96
17493,15.94
17494,15.93
17495,15.92
17496,15.9
17497,15.9
17498,15.89
17499,15.89
17500,15.87
17501,15.86
17502,15.85
17503,15.84
17504,15.83
17505,15.83
17506,15.83
17507,15.84
17508,15.85
17509,15.87
17510,15.89
17511,15.92
17512,15.95
17513,15.95
17514,15.95
17515,15.94
17516,15.91
17517,15.88
17518,15.85
17519,15.82
17520,15.8
17521,15.78
17522,15.76
17523,15.75
17524,15.75
17525,15.74
17526,15.73
17527,15.72
17528,15.71
17529,15.7
17530,15.69
17531,15.68
17532,15.68
17533,15.67
17534,15.67
17535,15.69
17536,15.7
17537,15.71
17538,15.73
17539,15.71
17540,15.68
17541,15.65
17542,15.6
17543,15.56
17544,15.53
17545,15.49
17546,15.47
17547,15.47
17548,15.47
17549,15.47
17550,15.47
17551,15.45
17552,15.45
17553,15.44
17554,15.43
17555,15.42
17556,15.45
17557,15.5
17558,15.56
17559,15.58
17560,15.63
17561,15.62
17562,15.57
17563,15.53
17564,15.51
17565,15.48
17566,15.47
17567,15.45
17568,15.42
17569,15.39
17570,15.36
17571,15.34
17572,15.32
17573,15.3
17574,15.3
17575,15.29
17576,15.29
17577,15.31
17578,15.36
17579,15.33
17580,15.33
17581,15.34
17582,15.37
17583,15.42
17584,15.49
17585,15.48
17586,15.44
17587,15.37
17588,15.32
17589,15.28
17590,15.24
17591,15.2
17592,15.15
17593,15.11
17594,15.08
17595,15.07
17596,15.1
17597,15.08
17598,15.07
17599,15.06
17600,15.04
17601,15.01
17602,15.01
17603,15.01
17604,15.04
17605,15.07
17606,15.11
17607,15.12
17608,15.11
17609,15.08
17610,15.06
17611,15.03
17612,15.0
17613,14.98
17614,14.96
17615,14.94
17616,14.92
17617,14.9
17618,14.89
17619,14.88
17620,14.86
17621,14.84
17622,14.83
17623,14.82
17624,14.81
17625,14.81
17626,14.82
17627,14.83
17628,14.84
17629,14.87
17630,14.89
17631,14.96
17632,14.97
17633,14.96
17634,14.93
17635,14.91
17636,14.89
17637,14.86
17638,14.82
17639,14.79
17640,14.81
17641,14.78
17642,14.74
17643,14.72
17644,14.7
17645,14.69
17646,14.67
17647,14.66
17648,14.66
17649,14.66
17650,14.64
17651,14.62
17652,14.62
17653,14.64
17654,14.68
17655,14.68
17656,14.69
17657,14.67
17658,14.67
17659,14.66
17660,14.64
17661,14.62
17662,14.63
17663,14.61
17664,14.58
17665,14.55
17666,14.53
17667,14.51
17668,14.49
17669,14.48
17670,14.46
17671,14.45
17672,14.45
17673,14.45
17674,14.43
17675,14.42
17676,14.4
17677,14.41
17678,14.44
17679,14.45
17680,14.46
17681,14.47
17682,14.47
17683,14.47
17684,14.5
17685,14.5
17686,14.49
17687,14.48
17688,14.46
17689,14.43
17690,14.41
17691,14.39
17692,14.38
17693,14.38
17694,14.36
17695,14.36
17696,14.33
17697,14.33
17698,14.32
17699,14.31
17700,14.29
17701,14.29
17702,14.31
17703,14.35
17704,14.38
17705,14.39
17706,14.38
17707,14.36
17708,14.37
17709,14.35
17710,14.33
17711,14.3
17712,14.26
17713,14.23
17714,14.19
17715,14.16
17716,14.14
17717,14.11
17718,14.1
17719,14.08
17720,14.07
17721,14.07
17722,14.06
17723,14.05
17724,14.04
17725,14.03
17726,13.34
17727,14.11
17728,14.18
17729,14.22
17730,14.18
17731,14.14
17732,14.11
17733,14.09
17734,14.06
17735,14.02
17736,13.98
17737,13.95
17738,13.91
17739,13.88
17740,13.86
17741,13.85
17742,13.83
17743,13.82
17744,13.8
17745,13.78
17746,13.76
17747,13.75
17748,13.76
17749,13.78
17750,13.8
17751,13.82
17752,13.83
17753,13.84
17754,13.86
17755,13.86
17756,13.85
17757,13.84
17758,13.82
17759,13.79
17760,13.78
17761,13.74
17762,13.71
17763,13.7
17764,13.68
17765,13.66
17766,13.63
17767,13.62
17768,13.6
17769,13.59
17770,13.57
17771,13.55
17772,13.55
17773,13.55
17774,13.56
17775,13.59
17776,13.6
17777,13.59
17778,13.58
17779,13.55
17780,13.52
17781,13.46
17782,13.41
17783,13.36
17784,13.3
17785,13.27
17786,13.22
17787,13.2
17788,13.2
17789,13.18
17790,13.2
17791,13.18
17792,13.15
17793,13.15
17794,13.15
17795,13.13
17796,13.12
17797,13.12
17798,13.12
17799,13.14
17800,13.15
17801,12.06
17802,13.16
17803,13.17
17804,13.18
17805,13.17
17806,13.15
17807,13.11
17808,13.06
17809,13.01
17810,12.97
17811,12.96
17812,12.95
17813,12.94
17814,12.94
17815,12.93
17816,12.92
17817,12.91
17818,12.89
17819,12.01
17820,12.84
17821,12.81
17822,12.81
17823,12.81
17824,12.83
17825,12.83
17826,12.85
17827,12.85
17828,12.83
17829,12.79
17830,12.74
17831,12.69
17832,12.65
17833,12.63
17834,12.58
17835,12.55
17836,12.52
17837,12.49
17838,12.48
17839,12.46
17840,12.44
17841,12.43
17842,12.41
17843,12.36
17844,12.34
17845,12.33
17846,12.31
17847,12.33
17848,12.34
17849,12.33
17850,12.33
17851,12.31
17852,12.29
17853,12.26
17854,12.23
17855,12.21
17856,12.19
17857,12.16
17858,12.13
17859,12.11
17860,12.08
17861,12.06
17862,12.04
17863,12.03
17864,12.01
17865,12.0
17866,11.99
17867,11.97
17868,11.96
17869,11.93
17870,11.93
17871,11.94
17872,11.96
17873,11.97
17874,11.96
17875,11.94
17876,11.93
17877,11.9
17878,11.88
17879,11.86
17880,11.83
17881,11.82
17882,11.81
17883,11.82
17884,11.81
17885,11.82
17886,11.82
17887,11.8
17888,11.79
17889,11.76
17890,11.75
17891,11.74
17892,11.71
17893,11.7
17894,11.71
17895,11.73
17896,11.73
17897,11.74
17898,11.75
17899,11.76
17900,11.74
17901,11.72
17902,11.71
17903,11.7
17904,11.69
17905,11.68
17906,11.66
17907,11.64
17908,11.62
17909,11.61
17910,11.6
17911,11.59
17912,11.58
17913,11.58
17914,11.56
17915,11.56
17916,11.55
17917,11.52
17918,11.52
17919,11.55
17920,11.56
17921,11.59
17922,11.62
17923,11.62
17924,11.61
17925,11.61
17926,11.59
17927,11.57
17928,11.53
17929,11.48
17930,11.45
17931,11.42
17932,11.4
17933,11.38
17934,11.37
17935,11.36
17936,11.36
17937,11.36
17938,11.33
17939,11.32
17940,11.32
17941,11.32
17942,11.34
17943,11.35
17944,11.38
17945,11.41
17946,11.43
17947,11.43
17948,11.43
17949,11.42
17950,11.42
17951,11.41
17952,11.39
17953,11.37
17954,11.34
17955,11.32
17956,11.3
17957,11.27
17958,11.26
17959,11.25
17960,11.24
17961,11.23
17962,11.21
17963,11.2
17964,11.17
17965,11.16
17966,11.16
17967,11.17
17968,11.19
17969,11.22
17970,11.25
17971,11.27
17972,11.26
17973,11.27
17974,11.27
17975,11.24
17976,11.2
17977,11.15
17978,11.12
17979,11.11
17980,11.1
17981,11.12
17982,11.1
17983,11.1
17984,11.09
17985,11.08
17986,11.06
17987,11.05
17988,11.05
17989,11.04
17990,11.05
17991,11.07
17992,11.09
17993,11.1
17994,11.11
17995,11.1
17996,11.09
17997,11.08
17998,11.07
17999,11.06
18000,11.04
18001,11.02
18002,11.0
18003,10.99
18004,10.98
18005,10.96
18006,10.95
18007,10.95
18008,10.94
18009,10.94
18010,10.93
18011,10.91
18012,10.91
18013,10.9
18014,10.89
18015,10.88
18016,10.88
18017,10.88
18018,10.87
18019,10.86
18020,10.86
18021,10.86
18022,10.85
18023,10.82
18024,10.81
18025,10.78
18026,10.75
18027,10.73
18028,10.72
18029,10.71
18030,10.73
18031,10.74
18032,10.72
18033,10.72
18034,10.73
18035,10.69
18036,10.69
18037,10.67
18038,10.67
18039,10.68
18040,10.71
18041,10.73
18042,10.75
18043,10.76
18044,10.75
18045,10.73
18046,10.71
18047,10.69
18048,10.67
18049,10.65
18050,10.63
18051,10.62
18052,10.59
18053,10.58
18054,10.56
18055,10.55
18056,10.53
18057,10.53
18058,10.54
18059,10.55
18060,10.55
18061,10.56
18062,10.56
18063,10.57
18064,9.01
18065,10.62
18066,10.63
18067,10.63
18068,10.62
18069,10.61
18070,10.59
18071,10.58
18072,10.56
18073,10.53
18074,10.5
18075,10.49
18076,10.47
18077,10.46
18078,10.45
18079,10.42
18080,10.42
18081,10.42
18082,10.44
18083,10.45
18084,10.48
18085,10.48
18086,10.49
18087,10.51
18088,10.53
18089,10.55
18090,10.54
18091,10.53
18092,10.52
18093,10.51
18094,10.5
18095,10.47
18096,10.49
18097,10.52
18098,10.52
18099,10.52
18100,10.49
18101,10.46
18102,10.42
18103,10.39
18104,10.39
18105,10.39
18106,10.41
18107,10.42
18108,10.44
18109,10.45
18110,10.47
18111,10.5
18112,10.52
18113,10.52
18114,10.52
18115,10.5
18116,10.48
18117,10.43
18118,10.39
18119,10.36
18120,10.32
18121,10.33
18122,10.34
18123,10.35
18124,10.36
18125,10.37
18126,10.36
18127,10.33
18128,10.33
18129,10.33
18130,10.34
18131,10.35
18132,10.36
18133,10.37
18134,10.39
18135,10.39
18136,10.41
18137,10.43
18138,10.45
18139,10.45
18140,10.45
18141,10.44
18142,10.42
18143,10.4
18144,10.37
18145,10.35
18146,10.34
18147,10.33
18148,10.32
18149,10.31
18150,10.3
18151,10.28
18152,10.31
18153,10.33
18154,10.33
18155,10.34
18156,10.33
18157,10.32
18158,10.32
18159,10.31
18160,10.32
18161,10.34
18162,10.36
18163,10.35
18164,10.35
18165,10.35
18166,10.35
18167,10.32
18168,10.29
18169,10.27
18170,10.25
18171,10.25
18172,10.24
18173,10.23
18174,10.23
18175,10.28
18176,10.31
18177,10.27
18178,10.26
18179,10.24
18180,10.22
18181,10.22
18182,10.22
18183,10.25
18184,10.28
18185,10.3
18186,10.3
18187,10.28
18188,10.26
18189,10.23
18190,10.2
18191,10.18
18192,10.16
18193,10.14
18194,10.13
18195,10.12
18196,10.11
18197,10.1
18198,10.1
18199,10.09
18200,10.09
18201,10.09
18202,10.11
18203,10.12
18204,10.12
18205,10.13
18206,10.13
18207,10.14
18208,10.15
18209,10.16
18210,10.18
18211,10.18
18212,10.17
18213,10.18
18214,10.18
18215,10.16
18216,10.14
18217,10.13
18218,10.11
18219,10.09
18220,10.07
18221,10.07
18222,10.07
18223,10.06
18224,10.04
18225,10.02
18226,10.0
18227,9.96
18228,9.94
18229,9.93
18230,9.91
18231,9.9
18232,9.9
18233,5.28
18234,9.87
18235,9.85
18236,9.83
18237,9.82
18238,9.79
18239,9.76
18240,9.74
18241,9.71
18242,9.67
18243,9.64
18244,9.62
18245,9.62
18246,9.61
18247,9.61
18248,9.6
18249,9.6
18250,9.59
18251,9.6
18252,9.61
18253,9.61
18254,9.62
18255,9.17
18256,4.35
18257,9.67
18258,9.68
18259,9.7
18260,9.7
18261,9.69
18262,9.68
18263,9.67
18264,9.64
18265,9.63
18266,9.62
18267,9.59
18268,9.58
18269,9.59
18270,9.56
18271,9.53
18272,9.51
18273,9.49
18274,9.46
18275,9.44
18276,9.44
18277,9.42
18278,9.36
18279,9.35
18280,9.38
18281,9.38
18282,9.37
18283,9.37
18284,9.37
18285,9.36
18286,9.33
18287,9.29
18288,9.24
18289,9.18
18290,9.12
18291,9.09
18292,9.05
18293,9.03
18294,9.01
18295,8.98
18296,8.97
18297,8.97
18298,8.95
18299,8.93
18300,8.91
18301,8.84
18302,8.83
18303,8.83
18304,8.84
18305,8.84
18306,8.85
18307,8.86
18308,8.84
18309,8.85
18310,8.82
18311,8.77
18312,8.69
18313,8.63
18314,8.57
18315,8.52
18316,8.51
18317,8.47
18318,8.47
18319,8.45
18320,8.44
18321,8.4
18322,8.38
18323,8.38
18324,8.34
18325,8.32
18326,8.32
18327,8.32
18328,8.34
18329,8.36
18330,8.37
18331,8.37
18332,8.37
18333,8.37
18334,8.38
18335,8.36
18336,8.31
18337,8.28
18338,8.23
18339,8.18
18340,8.14
18341,8.21
18342,8.09
18343,8.03
18344,8.05
18345,8.06
18346,8.06
18347,8.04
18348,8.02
18349,8.01
18350,8.03
18351,8.02
18352,8.03
18353,8.05
18354,8.05
18355,8.01
18356,7.97
18357,7.94
18358,7.93
18359,7.9
18360,7.85
18361,7.82
18362,7.77
18363,7.74
18364,7.71
18365,7.67
18366,7.66
18367,7.65
18368,7.66
18369,7.64
18370,7.64
18371,7.63
18372,7.63
18373,7.62
18374,7.63
18375,7.63
18376,7.64
18377,7.65
18378,7.65
18379,7.65
18380,7.65
18381,7.63
18382,7.62
18383,7.61
18384,7.58
18385,7.55
18386,7.55
18387,7.55
18388,7.55
18389,7.52
18390,7.5
18391,7.48
18392,7.25
18393,7.49
18394,7.48
18395,7.46
18396,7.44
18397,7.44
18398,7.43
18399,7.43
18400,7.45
18401,7.47
18402,7.48
18403,7.46
18404,7.47
18405,7.48
18406,7.45
18407,7.43
18408,7.39
18409,7.34
18410,7.3
18411,7.27
18412,7.24
18413,7.21
18414,7.19
18415,7.18
18416,7.16
18417,7.16
18418,7.15
18419,7.14
18420,7.14
18421,7.14
18422,7.14
18423,7.14
18424,7.18
18425,7.21
18426,7.23
18427,7.23
18428,7.24
18429,7.23
18430,7.22
18431,7.2
18432,7.17
18433,7.13
18434,7.08
18435,7.04
18436,7.01
18437,6.98
18438,6.96
18439,6.94
18440,6.93
18441,6.91
18442,6.9
18443,6.89
18444,6.87
18445,6.86
18446,6.86
18447,6.87
18448,6.87
18449,6.88
18450,6.88
18451,6.89
18452,6.9
18453,6.9
18454,6.89
18455,6.89
18456,6.86
18457,6.84
18458,6.81
18459,6.78
18460,6.81
18461,6.78
18462,6.74
18463,6.71
18464,6.7
18465,6.67
18466,6.61
18467,6.56
18468,6.57
18469,6.55
18470,6.45
18471,5.68
18472,6.56
18473,6.58
18474,6.6
18475,6.62
18476,6.62
18477,6.62
18478,6.6
18479,6.58
18480,6.57
18481,6.53
18482,6.5
18483,6.47
18484,6.45
18485,6.44
18486,6.44
18487,6.43
18488,6.44
18489,6.43
18490,6.43
18491,6.41
18492,6.4
18493,6.4
18494,6.4
18495,6.42
18496,6.43
18497,6.44
18498,6.43
18499,6.42
18500,6.41
18501,6.41
18502,6.39
18503,6.37
18504,6.33
18505,6.3
18506,6.25
18507,6.23
18508,6.23
18509,6.22
18510,6.2
18511,6.18
18512,6.15
18513,6.13
18514,6.09
18515,6.06
18516,6.04
18517,6.01
18518,5.98
18519,5.99
18520,5.98
18521,5.99
18522,6.03
18523,6.03
18524,6.03
18525,6.02
18526,6.0
18527,5.97
18528,5.93
18529,5.89
18530,5.86
18531,5.84
18532,5.82
18533,5.81
18534,5.79
18535,5.78
18536,5.78
18537,5.78
18538,5.79
18539,5.79
18540,5.78
18541,5.77
18542,5.76
18543,5.78
18544,5.78
18545,5.79
18546,5.81
18547,5.81
18548,5.78
18549,5.77
18550,5.75
18551,5.7
18552,5.66
18553,5.62
18554,5.59
18555,5.56
18556,5.54
18557,5.52
18558,5.49
18559,5.47
18560,5.44
18561,5.42
18562,5.38
18563,5.34
18564,5.3
18565,5.26
18566,5.24
18567,5.23
18568,5.22
18569,5.2
18570,5.19
18571,5.17
18572,5.15
18573,5.15
18574,5.15
18575,5.12
18576,5.08
18577,5.02
18578,4.97
18579,4.93
18580,4.91
18581,4.9
18582,4.91
18583,4.9
18584,4.9
18585,4.88
18586,4.86
18587,4.85
18588,4.84
18589,4.82
18590,4.8
18591,4.75
18592,4.73
18593,4.73
18594,4.74
18595,4.75
18596,4.75
18597,4.76
18598,4.74
18599,4.72
18600,4.68
18601,4.64
18602,4.6
18603,4.56
18604,4.56
18605,4.56
18606,4.56
18607,4.59
18608,4.6
18609,4.63
18610,4.63
18611,4.62
18612,4.61
18613,4.6
18614,4.59
18615,4.6
18616,4.6
18617,4.62
18618,4.65
18619,4.66
18620,4.64
18621,4.62
18622,4.6
18623,4.57
18624,4.53
18625,4.49
18626,4.44
18627,4.38
18628,4.33
18629,4.31
18630,4.3
18631,4.3
18632,4.29
18633,4.27
18634,4.24
18635,4.2
18636,4.18
18637,4.15
18638,4.14
18639,4.15
18640,4.17
18641,4.2
18642,4.22
18643,4.2
18644,4.14
18645,4.15
18646,4.14
18647,4.09
18648,4.03
18649,3.97
18650,3.95
18651,3.93
18652,3.9
18653,3.87
18654,3.84
18655,3.83
18656,3.82
18657,3.82
18658,3.79
18659,3.78
18660,3.77
18661,3.76
18662,3.76
18663,3.77
18664,3.78
18665,3.78
18666,3.78
18667,3.78
18668,3.77
18669,3.77
18670,3.75
18671,3.74
18672,3.72
18673,3.72
18674,3.71
18675,3.68
18676,3.66
18677,3.65
18678,3.63
18679,3.61
18680,3.6
18681,3.6
18682,3.6
18683,3.59
18684,3.57
18685,3.56
18686,3.56
18687,3.56
18688,3.56
18689,3.56
18690,3.57
18691,3.59
18692,3.58
18693,3.56
18694,3.55
18695,3.5
18696,3.41
18697,3.39
18698,3.38
18699,3.38
18700,3.4
18701,3.41
18702,3.41
18703,3.41
18704,3.41
18705,3.41
18706,3.41
18707,3.43
18708,3.45
18709,3.41
18710,3.41
18711,3.42
18712,3.44
18713,3.43
18714,3.43
18715,3.42
18716,3.41
18717,3.41
18718,3.38
18719,3.37
18720,3.35
18721,3.34
18722,3.34
18723,3.34
18724,3.34
18725,3.34
18726,3.33
18727,3.33
18728,3.34
18729,3.36
18730,3.36
18731,3.38
18732,3.4
18733,3.39
18734,3.38
18735,3.39
18736,3.42
18737,3.45
18738,3.46
18739,3.47
18740,3.47
18741,3.46
18742,3.45
18743,3.43
18744,3.39
18745,3.36
18746,3.34
18747,3.33
18748,3.31
18749,3.31
18750,3.31
18751,3.29
18752,3.27
18753,3.28
18754,3.29
18755,3.3
18756,3.3
18757,3.3
18758,3.31
18759,3.32
18760,3.33
18761,3.35
18762,3.36
18763,3.37
18764,3.38
18765,3.4
18766,3.4
18767,3.38
18768,3.35
18769,3.35
18770,3.36
18771,3.36
18772,3.35
18773,3.35
18774,3.33
18775,3.33
18776,3.35
18777,3.36
18778,3.36
18779,3.36
18780,3.36
18781,3.36
18782,3.36
18783,3.36
18784,3.37
18785,3.26
18786,3.32
18787,3.37
18788,3.37
18789,3.37
18790,3.36
18791,3.35
18792,3.31
18793,3.27
18794,3.25
18795,3.25
18796,3.24
18797,3.24
18798,3.23
18799,3.24
18800,3.24
18801,3.22
18802,3.22
18803,3.23
18804,3.21
18805,3.22
18806,3.23
18807,3.23
18808,3.25
18809,3.26
18810,3.27
18811,3.28
18812,3.27
18813,3.26
18814,3.24
18815,3.21
18816,3.18
18817,3.17
18818,3.16
18819,3.16
18820,3.15
18821,3.15
18822,3.13
18823,3.11
18824,3.1
18825,3.1
18826,3.1
18827,3.1
18828,3.08
18829,3.07
18830,3.08
18831,3.09
18832,3.12
18833,3.16
18834,3.18
18835,3.19
18836,3.19
18837,3.17
18838,3.15
18839,3.14
18840,3.12
18841,3.11
18842,3.12
18843,3.12
18844,3.12
18845,3.12
18846,3.11
18847,3.1
18848,3.08
18849,3.07
18850,3.06
18851,3.07
18852,3.08
18853,3.09
18854,3.1
18855,3.12
18856,3.13
18857,3.15
18858,3.17
18859,3.19
18860,3.19
18861,3.18
18862,3.15
18863,3.14
18864,3.11
18865,3.09
18866,3.07
18867,3.06
18868,3.05
18869,3.05
18870,3.05
18871,3.05
18872,3.05
18873,3.05
18874,3.06
18875,3.07
18876,3.08
18877,3.1
18878,3.1
18879,3.1
18880,3.11
18881,3.13
18882,3.15
18883,3.16
18884,3.17
18885,3.17
18886,3.17
18887,3.18
18888,3.19
18889,3.18
18890,3.16
18891,3.16
18892,3.15
18893,3.15
18894,3.15
18895,3.15
18896,3.15
18897,3.17
18898,3.16
18899,3.14
18900,3.14
18901,3.14
18902,3.14
18903,3.14
18904,3.16
18905,3.17
18906,3.17
18907,3.18
18908,3.19
18909,3.18
18910,3.17
18911,3.14
18912,3.11
18913,3.09
18914,3.08
18915,3.07
18916,3.07
18917,3.06
18918,3.05
18919,3.05
18920,3.05
18921,2.7
18922,3.04
18923,3.03
18924,3.02
18925,3.02
18926,3.01
18927,3.03
18928,2.63
18929,3.05
18930,3.07
18931,3.08
18932,3.09
18933,3.09
18934,3.08
18935,3.05
18936,3.03
18937,2.99
18938,2.97
18939,2.97
18940,2.96
18941,2.97
18942,2.97
18943,2.98
18944,2.98
18945,2.97
18946,2.96
18947,2.95
18948,2.95
18949,2.94
18950,2.94
18951,2.94
18952,2.95
18953,2.97
18954,2.98
18955,2.98
18956,2.98
18957,2.97
18958,2.96
18959,2.93
18960,2.91
18961,2.87
18962,2.86
18963,2.84
18964,2.82
18965,2.81
18966,2.8
18967,2.8
18968,2.79
18969,2.79
18970,2.78
18971,2.78
18972,2.78
18973,2.79
18974,2.78
18975,2.8
18976,2.79
18977,2.81
18978,2.84
18979,2.88
18980,2.91
18981,2.91
18982,2.93
18983,2.93
18984,2.92
18985,2.9
18986,2.89
18987,2.89
18988,2.9
18989,2.9
18990,2.91
18991,2.9
18992,2.92
18993,2.93
18994,2.93
18995,2.94
18996,2.94
18997,2.95
18998,2.96
18999,3.0
19000,3.02
19001,3.05
19002,3.06
19003,3.06
19004,3.06
19005,3.06
19006,3.04
19007,3.03
19008,3.0
19009,2.98
19010,2.96
19011,2.96
19012,2.94
19013,2.94
19014,2.94
19015,2.94
19016,2.94
19017,2.93
19018,2.93
19019,2.94
19020,2.96
19021,2.97
19022,2.99
19023,2.99
19024,3.01
19025,3.01
19026,3.06
19027,3.09
19028,3.09
19029,3.1
19030,3.11
19031,3.1
19032,3.09
19033,3.07
19034,3.06
19035,3.05
19036,3.05
19037,3.05
19038,3.05
19039,3.04
19040,3.04
19041,3.05
19042,3.06
19043,3.07
19044,3.08
19045,3.07
19046,3.08
19047,3.09
19048,3.11
19049,3.11
19050,3.13
19051,3.16
19052,3.15
19053,3.14
19054,3.1
19055,3.08
19056,3.07
19057,3.06
19058,3.05
19059,3.05
19060,3.04
19061,3.04
19062,3.04
19063,3.04
19064,3.06
19065,3.08
19066,3.08
19067,3.06
19068,3.06
19069,3.08
19070,3.1
19071,3.13
19072,3.15
